hour,day_of_week,is_weekend,route_id,stop_sequence,distance_to_next_stop_km,traffic_level,rain_flag,passenger_count,bus_capacity,actual_travel_time_min,crowding_level
14,1,False,16,2,1.17,1,0,32,50,4.306029919237001,Medium
0,6,True,9,9,2.3,2,0,32,50,7.8222677011731765,Medium
7,4,False,5,12,1.32,1,0,36,50,7.295763923388902,Medium
2,0,False,7,12,1.38,3,0,38,50,6.910978038137684,High
17,5,True,13,13,0.64,1,0,47,50,5.4160754862636065,High
21,5,True,15,10,1.58,2,0,32,50,6.489281376963746,Medium
2,6,True,8,7,0.69,1,0,23,50,2.481702407425208,Medium
19,3,False,11,2,1.02,1,0,33,50,7.084356076651187,Medium
3,3,False,3,12,1.19,3,0,30,50,6.730123025590918,Medium
5,1,False,1,5,1.72,2,0,32,50,6.1457355390575295,Medium
17,4,False,9,10,2.38,1,0,35,50,9.340686683164524,Medium
22,1,False,10,7,2.3,1,1,32,50,7.563911976845954,Medium
21,2,False,3,13,2.21,3,0,26,50,9.611710139115662,Medium
22,0,False,16,11,0.67,2,0,31,50,4.242515135811308,Medium
21,4,False,16,4,2.32,3,0,39,50,8.6654701246338,High
23,4,False,6,9,0.62,1,0,22,50,2.641599792056106,Medium
0,0,False,1,2,2.36,1,0,16,50,6.422801903550481,Low
19,2,False,15,14,1.58,2,0,46,50,9.200830393700691,High
17,2,False,18,12,0.6,2,0,49,50,7.056860641452931,High
16,3,False,14,14,1.92,1,0,27,50,5.367708637788859,Medium
14,3,False,3,8,0.61,2,0,26,50,5.219650214757862,Medium
12,6,True,4,4,2.91,1,0,28,50,6.92827890326369,Medium
15,0,False,9,8,1.58,3,0,32,50,6.704145853771225,Medium
20,4,False,13,6,1.93,2,1,49,50,11.051807376087783,High
2,0,False,15,11,0.87,2,0,37,50,4.9184351646308055,Medium
3,3,False,3,6,2.02,2,1,23,50,8.662409975283289,Medium
0,4,False,18,10,1.42,3,0,37,50,7.775963119893236,Medium
2,1,False,8,7,2.28,1,0,24,50,6.099057500704736,Medium
23,3,False,6,5,0.96,2,0,27,50,4.4806449389831675,Medium
21,5,True,1,3,0.85,2,0,35,50,4.196129136503739,Medium
18,0,False,15,14,0.79,2,0,48,50,6.551194100257527,High
1,1,False,13,5,1.93,1,0,26,50,5.065577076694655,Medium
18,1,False,11,1,2.94,2,0,50,50,13.43522543172067,High
2,2,False,7,10,2.79,1,0,24,50,7.358038698953768,Medium
0,6,True,6,10,0.69,3,1,38,50,8.282745096482321,High
15,4,False,3,8,2.17,2,0,27,50,7.425897737708038,Medium
6,0,False,9,14,1.05,1,0,31,50,3.573655776362079,Medium
1,1,False,7,12,2.55,2,0,21,50,7.943110605924707,Medium
8,0,False,17,2,0.78,2,0,49,50,7.10886642327041,High
21,0,False,6,6,0.89,1,1,39,50,5.232747295893909,High
13,5,True,2,12,2.6,3,0,36,50,8.978121692335058,Medium
8,4,False,8,3,0.84,1,0,42,50,5.71085828341822,High
10,4,False,15,9,0.63,3,0,47,50,8.876872216106564,High
9,2,False,11,14,0.61,2,1,42,50,8.820975925664008,High
16,0,False,15,10,2.13,2,1,37,50,8.645204895467051,Medium
11,6,True,17,10,2.45,1,0,19,50,5.72354317822485,Low
2,1,False,15,2,1.0,2,0,26,50,4.958835023377219,Medium
20,1,False,15,3,1.78,1,0,35,50,7.997053650813829,Medium
3,5,True,11,9,2.02,3,0,48,50,8.91136024679715,High
5,5,True,20,12,2.03,2,0,33,50,5.754912223265447,Medium
19,2,False,2,8,1.0,1,0,42,50,7.519425984900506,High
7,5,True,10,7,0.54,3,0,50,50,8.55271333180779,High
17,5,True,18,11,0.82,3,0,49,50,8.460412132274955,High
3,1,False,14,10,1.54,1,0,26,50,5.05981740978609,Medium
2,2,False,11,7,2.83,2,0,31,50,9.350121710113362,Medium
23,6,True,16,11,2.84,2,1,41,50,11.760872207640228,High
5,1,False,6,12,1.57,1,0,23,50,4.000625140303926,Medium
17,6,True,16,14,0.75,1,0,28,50,5.398968978908451,Medium
1,4,False,15,14,0.64,1,0,29,50,2.9679089935211076,Medium
0,2,False,19,9,2.01,2,0,16,50,7.202474781407101,Low
1,0,False,3,11,2.73,1,0,25,50,6.1154984768172245,Medium
10,3,False,11,10,0.81,3,0,46,50,9.272865220233813,High
23,1,False,17,3,2.3,3,0,34,50,8.636254121818206,Medium
9,3,False,20,1,1.49,3,0,50,50,10.287077398801824,High
20,3,False,12,4,0.63,2,0,50,50,7.521648635487893,High
5,0,False,3,5,2.15,2,0,30,50,7.521418591584936,Medium
17,5,True,15,10,2.6,2,0,50,50,11.721656716622359,High
16,1,False,14,2,0.57,2,0,24,50,3.7746077975412202,Medium
9,1,False,18,4,2.84,1,0,37,50,10.604791843189183,Medium
12,2,False,4,12,2.44,3,0,43,50,8.455377566900719,High
14,0,False,1,6,0.76,2,0,32,50,4.688771498363604,Medium
1,1,False,17,6,1.79,2,0,31,50,7.024369138452048,Medium
11,0,False,15,3,2.22,3,0,43,50,9.232648962991986,High
4,0,False,5,3,1.28,2,0,28,50,6.214761186971641,Medium
18,5,True,15,4,2.93,1,0,46,50,10.150366096564287,High
9,5,True,19,9,1.98,2,0,39,50,10.088433125526258,High
18,6,True,19,11,1.82,2,0,44,50,9.257292568369962,High
8,2,False,9,3,1.36,2,0,47,50,9.051341579834805,High
3,3,False,5,6,1.95,2,0,24,50,5.930026771017671,Medium
10,4,False,9,11,2.48,1,0,38,50,9.75797885340951,High
22,3,False,17,14,1.55,3,0,38,50,7.189028667715499,High
3,0,False,19,3,0.65,1,0,25,50,2.3856162318230334,Medium
22,4,False,17,7,1.69,1,1,34,50,5.77358414285701,Medium
10,2,False,12,7,0.7,2,0,44,50,6.832829192674888,High
23,0,False,16,3,2.37,1,0,24,50,7.1450028371123215,Medium
2,6,True,8,14,1.87,1,1,29,50,7.0434481482250835,Medium
12,0,False,14,13,2.79,2,0,25,50,9.309811330706118,Medium
7,6,True,14,4,1.96,1,0,38,50,7.820685747456741,High
5,1,False,15,5,2.31,2,0,31,50,7.153717408848301,Medium
7,0,False,6,1,1.48,3,1,50,50,13.71762701917654,High
7,2,False,14,12,2.31,1,0,44,50,9.000439305348252,High
10,6,True,6,9,2.33,1,0,32,50,9.42609589001609,Medium
5,5,True,5,4,2.13,1,0,23,50,5.852118309730455,Medium
13,4,False,11,5,2.95,1,0,26,50,6.9123252594398,Medium
17,5,True,2,7,1.1,2,0,48,50,8.874395597581081,High
16,6,True,11,10,1.7,3,0,30,50,7.2007026361577555,Medium
3,3,False,20,7,2.71,1,0,28,50,7.1575404801719795,Medium
17,5,True,1,5,1.7,2,1,49,50,11.06860394555134,High
9,2,False,7,1,1.81,1,0,42,50,8.372827795795896,High
3,3,False,10,6,1.97,3,0,36,50,7.759805239655219,Medium
3,1,False,6,10,2.98,1,1,31,50,9.02439551545262,Medium
15,6,True,4,4,1.78,3,0,35,50,7.7796577164879,Medium
20,4,False,17,2,1.14,2,0,45,50,8.082148749523297,High
18,0,False,20,5,1.78,3,0,46,50,11.369978691528637,High
9,2,False,7,5,0.62,2,0,41,50,7.619137255965028,High
23,5,True,3,10,1.41,2,0,24,50,6.41551505306275,Medium
2,4,False,10,14,1.21,3,0,41,50,6.874591318445117,High
13,0,False,19,14,1.37,2,0,30,50,4.940685350202932,Medium
9,5,True,13,8,1.09,1,0,44,50,5.797578800958782,High
14,5,True,7,6,0.76,2,1,27,50,6.815014979260129,Medium
13,2,False,13,9,1.76,2,0,24,50,6.840134691370819,Medium
6,1,False,13,11,1.14,3,0,36,50,7.27725873191962,Medium
11,0,False,10,7,2.68,1,0,26,50,6.310519782649017,Medium
23,4,False,16,12,0.73,1,0,21,50,2.305309001751435,Medium
8,6,True,4,13,1.66,2,0,37,50,9.35095351268492,Medium
1,2,False,11,12,1.09,2,0,32,50,5.529800437577455,Medium
9,5,True,4,10,1.46,1,0,44,50,7.616338698695367,High
2,5,True,13,10,1.72,1,0,28,50,5.362158887991486,Medium
5,2,False,11,13,0.63,1,0,21,50,2.300937775574633,Medium
15,5,True,13,4,1.9,3,0,33,50,8.235220509141639,Medium
4,6,True,6,3,2.35,1,0,28,50,6.057710578820595,Medium
7,4,False,17,4,0.64,1,0,39,50,5.983131553796812,High
2,4,False,19,6,0.6,1,1,18,50,4.820709048158085,Low
18,5,True,11,9,0.59,1,0,41,50,5.564789448113653,High
6,4,False,10,5,1.66,2,0,24,50,5.848538498195202,Medium
10,0,False,6,13,2.23,2,0,39,50,10.772361256039016,High
22,3,False,5,9,0.91,2,1,34,50,6.953220071532856,Medium
1,1,False,17,8,2.31,1,0,20,50,6.118328609835159,Medium
3,1,False,2,1,1.31,3,1,36,50,9.377026840298168,Medium
10,6,True,8,11,1.85,1,0,39,50,8.790015421860321,High
3,5,True,20,5,2.85,2,0,29,50,8.29175397552286,Medium
23,2,False,4,4,1.16,1,0,36,50,3.9411432933523174,Medium
19,1,False,19,2,0.88,3,0,44,50,9.02077227426062,High
4,3,False,6,3,0.6,2,0,31,50,5.017969296260298,Medium
20,6,True,1,7,1.98,1,0,38,50,8.78793319197244,High
19,5,True,14,9,0.69,2,0,42,50,7.855453132161824,High
22,2,False,14,10,2.61,1,0,31,50,7.790736133838518,Medium
7,0,False,13,9,2.8,2,0,35,50,12.338666713435028,Medium
14,4,False,15,8,2.3,3,0,29,50,8.865734387448324,Medium
20,5,True,8,10,0.93,1,0,47,50,5.90064643627067,High
20,1,False,18,4,2.6,3,0,50,50,11.969870261709847,High
5,6,True,3,5,0.86,3,1,23,50,8.976353426810809,Medium
23,0,False,4,2,1.64,1,0,29,50,4.542106878170872,Medium
16,4,False,13,8,2.87,2,0,32,50,8.930819535900975,Medium
3,3,False,3,7,0.95,1,0,25,50,2.8735445530465924,Medium
0,3,False,2,6,1.49,2,0,28,50,5.3300140768231525,Medium
14,6,True,20,13,1.57,3,0,34,50,8.148012784811566,Medium
21,3,False,14,10,2.38,2,0,34,50,7.213074252701003,Medium
11,3,False,3,12,1.91,3,0,33,50,8.221250675557322,Medium
15,5,True,13,12,1.5,3,0,42,50,7.488477940313559,High
23,0,False,12,1,0.98,3,0,35,50,5.755165992485049,Medium
8,0,False,7,3,1.9,1,0,37,50,8.571578858012003,Medium
2,3,False,13,7,1.83,2,1,31,50,9.383386318659316,Medium
7,3,False,20,4,1.06,3,0,47,50,9.698379659389998,High
8,4,False,1,10,2.81,3,0,35,50,13.350422783430393,Medium
6,1,False,19,1,0.68,1,1,33,50,4.901962717475951,Medium
15,5,True,15,9,2.2,2,0,31,50,7.095282760603046,Medium
23,6,True,19,7,0.69,2,0,30,50,4.696567488494287,Medium
4,1,False,2,10,1.78,2,0,20,50,6.698328960469286,Medium
21,2,False,20,4,2.04,2,0,30,50,7.135578438829076,Medium
2,5,True,4,10,2.17,3,0,39,50,8.41443917903523,High
2,3,False,18,8,1.4,2,1,28,50,7.614272021459374,Medium
16,4,False,7,14,0.58,1,0,19,50,2.311245735968217,Low
1,4,False,18,11,1.07,3,0,25,50,6.442598028071963,Medium
2,0,False,19,10,0.85,2,0,30,50,4.066998659438552,Medium
8,3,False,18,9,1.93,3,0,45,50,11.770250806439716,High
9,1,False,15,2,0.64,3,0,50,50,8.78680221411177,High
5,4,False,4,8,1.73,2,0,27,50,6.592875986428966,Medium
13,1,False,12,8,0.52,1,0,23,50,2.5527341892459585,Medium
1,1,False,12,5,2.9,2,0,31,50,7.573226125729841,Medium
10,0,False,10,9,2.8,3,0,50,50,13.439809180917493,High
11,0,False,18,12,1.31,3,0,40,50,5.8273357280978555,High
9,6,True,11,8,1.85,1,0,42,50,7.657496084952863,High
4,4,False,15,1,2.64,1,0,20,50,6.180689343200796,Medium
2,1,False,9,3,0.59,1,0,21,50,3.30009576007756,Medium
21,3,False,18,11,2.09,2,0,33,50,6.800080011594801,Medium
21,3,False,12,9,1.18,3,0,34,50,7.730584954490112,Medium
20,0,False,17,14,2.72,1,0,39,50,9.414339659480094,High
16,5,True,15,7,1.74,1,0,32,50,4.6253660604490525,Medium
21,6,True,17,2,1.32,1,0,29,50,4.32217985715973,Medium
10,2,False,20,14,2.22,2,0,49,50,10.171579792592997,High
1,2,False,7,14,2.02,1,0,35,50,4.650472470180224,Medium
1,0,False,5,4,1.74,2,0,29,50,6.577899425232186,Medium
12,0,False,4,6,1.1,2,0,32,50,4.690263810739365,Medium
23,2,False,17,1,0.94,3,0,28,50,5.990266376222789,Medium
18,0,False,18,6,0.76,1,0,43,50,6.005060208462243,High
3,1,False,4,7,0.66,2,0,29,50,4.3435817130890895,Medium
1,0,False,13,11,2.56,2,0,29,50,9.067694169757807,Medium
8,3,False,16,6,0.77,2,0,42,50,7.08100608527797,High
20,5,True,3,3,1.68,2,0,44,50,8.958199536805928,High
17,2,False,7,8,0.81,3,1,50,50,12.000263431762175,High
1,2,False,13,1,1.66,3,0,36,50,7.80148921271782,Medium
23,5,True,6,6,2.96,1,0,30,50,7.972080487466438,Medium
19,3,False,14,11,1.44,3,1,49,50,12.799783676561471,High
20,6,True,13,12,1.36,2,0,48,50,9.326825793848764,High
2,3,False,20,13,1.36,3,0,35,50,6.953825809081614,Medium
7,2,False,5,13,2.89,1,0,45,50,11.894240751114513,High
15,4,False,11,2,0.63,1,0,22,50,2.470768049716243,Medium
7,3,False,17,3,0.81,3,0,46,50,8.971183801993543,High
19,4,False,8,4,1.19,2,0,42,50,8.903874058529528,High
17,1,False,4,1,2.95,3,0,50,50,13.265602589051053,High
17,3,False,10,12,0.63,2,0,42,50,7.62885433194144,High
4,0,False,18,10,0.57,2,0,30,50,4.49799005054805,Medium
6,4,False,19,7,2.84,2,0,24,50,7.780917180737059,Medium
5,3,False,12,1,0.69,2,1,34,50,6.361221856706828,Medium
18,0,False,3,12,0.62,3,0,40,50,8.279217346064316,High
15,0,False,7,5,1.93,2,0,28,50,6.644465856066372,Medium
4,6,True,8,1,2.87,1,0,25,50,7.155565931134804,Medium
3,5,True,17,1,2.41,2,0,32,50,7.9435478749938335,Medium
1,5,True,19,14,1.61,3,0,36,50,7.383103781922598,Medium
12,4,False,17,5,1.91,2,1,29,50,8.614637066395842,Medium
7,1,False,1,11,1.78,1,1,40,50,8.99161283861977,High
18,1,False,12,9,0.77,3,0,50,50,9.105305418996913,High
7,4,False,8,9,0.52,2,1,50,50,8.23978152740452,High
11,2,False,13,12,2.26,3,1,32,50,10.858330465988507,Medium
13,5,True,7,13,0.75,2,0,33,50,3.4941166744599967,Medium
10,0,False,1,5,1.5,3,0,50,50,10.883139705183506,High
8,4,False,7,9,2.7,1,0,31,50,11.01743067103188,Medium
16,0,False,15,10,2.93,1,0,26,50,7.593181786548341,Medium
17,5,True,2,14,2.31,3,1,38,50,14.855165958952572,High
17,2,False,15,13,0.7,1,0,33,50,6.065949920426194,Medium
8,3,False,16,12,1.98,3,0,37,50,12.010561150051178,Medium
3,3,False,20,9,1.38,1,0,21,50,4.2350994493380405,Medium
10,4,False,1,8,3.0,1,0,37,50,10.41515804746521,Medium
21,5,True,18,9,1.6,3,0,30,50,7.297374854868655,Medium
11,0,False,13,10,2.98,2,0,39,50,8.789931107713272,High
10,2,False,13,9,2.64,3,0,47,50,12.418139951655597,High
16,4,False,5,6,1.52,2,0,22,50,6.316528494343146,Medium
22,6,True,5,6,2.39,1,0,26,50,6.058645108965693,Medium
10,2,False,11,5,2.31,1,0,35,50,8.87996470598866,Medium
4,2,False,14,10,2.25,1,1,28,50,7.306936522203954,Medium
18,5,True,8,1,1.68,1,1,44,50,10.436192198766527,High
12,4,False,18,11,2.71,1,0,27,50,6.988695639532111,Medium
0,0,False,3,8,2.04,1,1,23,50,7.857289290117619,Medium
7,6,True,19,10,0.73,2,1,39,50,10.442339777535455,High
11,0,False,4,9,1.42,2,0,44,50,6.044294354333681,High
10,4,False,16,2,2.79,2,0,50,50,11.276037791007726,High
15,5,True,6,1,1.18,3,0,38,50,6.287497633493443,High
23,3,False,12,12,2.57,3,0,42,50,9.942850861020885,High
17,1,False,10,10,2.89,2,0,43,50,11.756124592708602,High
14,3,False,2,6,1.74,2,0,26,50,7.174698838124154,Medium
13,2,False,1,2,1.97,1,0,25,50,4.317679872952298,Medium
1,3,False,16,12,1.78,2,0,19,50,6.018152271378555,Low
8,6,True,20,5,1.05,3,1,47,50,10.833392893399177,High
14,4,False,6,6,1.29,1,0,32,50,5.095038123967914,Medium
7,5,True,9,10,0.67,1,0,33,50,5.306745699502337,Medium
23,2,False,3,4,2.65,1,0,20,50,7.103111754226683,Medium
11,6,True,15,3,1.81,1,0,30,50,4.503207179819934,Medium
22,4,False,5,6,2.09,2,0,33,50,6.713517302144378,Medium
7,6,True,12,3,1.29,2,0,41,50,9.007445477318662,High
2,3,False,1,10,1.46,2,0,37,50,5.610843519604089,Medium
17,6,True,13,2,2.14,2,0,41,50,10.104307744458339,High
8,0,False,15,2,1.5,2,0,47,50,9.20441673978993,High
1,4,False,10,7,2.51,2,0,22,50,8.310217072329694,Medium
10,3,False,18,4,0.58,2,0,38,50,7.750213469492218,High
3,6,True,12,1,1.09,3,0,24,50,6.182328995342521,Medium
15,2,False,4,13,1.56,1,1,28,50,6.482808539434931,Medium
23,1,False,12,2,1.0,1,0,29,50,3.2641514759871955,Medium
23,5,True,3,5,2.6,1,0,24,50,6.546885718243128,Medium
1,6,True,18,13,1.82,2,0,38,50,6.167098688062483,High
14,0,False,6,11,2.37,1,0,24,50,5.361806993889736,Medium
15,6,True,9,7,2.16,1,1,24,50,7.98780693950058,Medium
20,6,True,6,7,1.87,2,1,36,50,11.410809512331017,Medium
7,0,False,15,9,1.0,2,0,39,50,7.132906692100732,High
19,4,False,5,11,0.51,1,0,35,50,5.531105385729086,Medium
23,4,False,18,10,1.54,2,0,32,50,5.873833706980602,Medium
14,4,False,15,11,1.28,1,0,25,50,4.266266448485763,Medium
13,5,True,15,1,1.59,1,0,19,50,4.631880057309929,Low
23,6,True,14,7,1.0,3,1,29,50,8.803517426142687,Medium
0,5,True,17,13,2.43,1,0,23,50,5.719003500355346,Medium
13,2,False,1,6,2.4,3,0,39,50,8.403369856217095,High
15,6,True,6,2,1.37,2,0,35,50,5.417734321210652,Medium
18,6,True,13,10,0.91,1,0,43,50,5.986432659041281,High
17,0,False,6,6,1.04,1,1,35,50,8.409322431226016,Medium
3,4,False,18,12,1.92,2,0,28,50,7.2572451166216645,Medium
5,5,True,14,2,1.76,3,0,41,50,7.4657775841467515,High
0,1,False,8,14,1.62,1,0,30,50,5.201820918385824,Medium
18,1,False,4,9,2.94,1,0,37,50,10.056498493394097,Medium
20,3,False,8,9,1.3,2,0,47,50,7.874663191233164,High
3,1,False,10,14,2.06,1,1,28,50,8.499769722096161,Medium
10,3,False,10,10,2.66,3,1,50,50,14.422671680877091,High
5,2,False,13,2,2.12,1,0,26,50,6.0759124520924335,Medium
22,2,False,1,5,0.88,3,0,29,50,6.398448593248325,Medium
23,5,True,12,10,2.53,2,0,32,50,7.602754146357735,Medium
3,3,False,5,5,1.67,1,0,16,50,5.1501628547244005,Low
15,4,False,4,6,2.9,2,0,28,50,9.116522213302483,Medium
0,1,False,6,6,0.81,1,0,18,50,2.0,Low
10,0,False,7,7,2.16,1,1,43,50,10.455151363302939,High
13,6,True,2,8,2.87,3,1,29,50,12.444242739634682,Medium
6,2,False,6,7,0.5,2,0,28,50,4.4427709163745295,Medium
15,1,False,9,8,0.51,1,0,21,50,2.03990901379254,Medium
20,5,True,1,1,0.5,1,0,36,50,4.689295505405306,Medium
14,5,True,18,6,2.16,1,0,24,50,5.818611163626439,Medium
17,3,False,8,8,2.44,1,1,38,50,10.885201978193699,High
7,5,True,20,1,1.93,2,0,39,50,9.667219750114848,High
7,4,False,16,14,2.46,3,1,45,50,14.379294162005367,High
12,0,False,5,14,1.71,1,0,27,50,4.881413854801143,Medium
9,3,False,6,5,1.67,2,0,46,50,8.729751849031572,High
23,1,False,17,11,2.65,2,0,36,50,9.556613051750476,Medium
3,6,True,5,1,2.71,1,0,22,50,6.941569699125583,Medium
15,0,False,11,11,2.06,2,0,40,50,6.5897225112935445,High
14,3,False,15,10,0.83,1,1,19,50,4.910968792503728,Low
3,2,False,16,2,0.85,2,0,31,50,3.808323359251231,Medium
4,0,False,16,13,1.03,1,0,22,50,2.9124178777004346,Medium
8,3,False,11,3,1.13,2,0,44,50,8.037733053070589,High
15,6,True,20,9,0.74,1,0,33,50,2.2404464206532912,Medium
22,6,True,20,7,0.83,3,0,33,50,5.772160671921698,Medium
8,1,False,1,14,2.04,2,0,43,50,10.188446719730162,High
22,4,False,11,12,2.21,2,0,28,50,7.940842996420721,Medium
8,3,False,18,1,0.75,2,0,50,50,7.971273536062338,High
20,4,False,16,13,2.87,1,0,44,50,10.301026163450945,High
20,0,False,20,3,2.02,2,0,49,50,10.70483679377762,High
20,6,True,9,8,1.31,1,0,43,50,6.398206469000353,High
17,4,False,1,8,1.35,3,0,50,50,10.951126859617943,High
0,3,False,18,6,2.31,1,1,27,50,7.9640538975097215,Medium
13,4,False,3,5,1.01,3,0,30,50,7.0743742001918175,Medium
21,6,True,7,5,2.37,1,0,26,50,6.981894766276087,Medium
10,2,False,16,3,0.85,1,0,38,50,6.3355787332904425,High
0,2,False,6,10,2.07,1,0,39,50,5.23197608988569,High
9,1,False,19,5,2.0,3,0,45,50,11.8186422485111,High
21,2,False,19,11,1.05,1,0,29,50,2.903645797685272,Medium
4,6,True,3,11,0.99,1,0,24,50,2.9096221646092544,Medium
9,1,False,4,8,0.57,2,0,49,50,8.132962875360862,High
7,0,False,2,8,1.56,3,1,50,50,12.789782513607587,High
3,2,False,10,3,1.26,3,0,33,50,6.651449612915998,Medium
13,1,False,14,1,0.79,2,0,38,50,3.718381121123591,High
14,2,False,13,2,0.78,1,0,25,50,3.33914582676517,Medium
19,1,False,8,1,0.94,2,0,46,50,8.453169696396333,High
12,0,False,12,13,0.86,2,0,31,50,4.482962029337227,Medium
9,0,False,2,9,1.98,1,1,44,50,9.93751466774965,High
12,4,False,11,5,1.89,2,1,34,50,8.349617862264353,Medium
4,3,False,20,2,2.24,1,0,28,50,6.2159825326783,Medium
22,2,False,20,14,1.07,3,0,34,50,6.416186952792474,Medium
12,6,True,18,8,1.27,2,0,22,50,5.890695457342842,Medium
4,5,True,3,8,1.06,3,0,33,50,5.796563740958505,Medium
12,6,True,18,6,1.94,2,1,31,50,8.690718507891058,Medium
8,0,False,12,7,2.9,1,0,42,50,9.606533625263802,High
12,5,True,14,12,1.53,2,0,33,50,6.034044896510053,Medium
18,4,False,10,6,1.61,2,0,38,50,8.730352915310513,High
21,3,False,19,4,1.86,1,0,21,50,5.180807870942825,Medium
11,1,False,4,6,2.0,1,0,27,50,5.591205336363105,Medium
0,6,True,17,6,1.61,1,0,17,50,4.567585474798866,Low
11,5,True,6,6,2.18,1,0,20,50,5.382653588641586,Medium
11,0,False,11,5,0.54,3,0,30,50,5.6878424185616145,Medium
5,2,False,6,4,0.73,1,0,25,50,2.653390609644723,Medium
23,6,True,5,6,1.94,2,0,22,50,6.958765763840981,Medium
15,0,False,11,1,1.57,1,0,33,50,4.114642374831861,Medium
5,3,False,8,2,0.62,3,0,35,50,5.151617535090624,Medium
17,6,True,5,4,2.28,2,0,48,50,9.904891329222146,High
21,6,True,4,1,1.02,1,1,19,50,6.234691328871893,Low
7,1,False,11,13,0.88,1,1,42,50,8.20661785655236,High
15,2,False,4,7,1.67,1,0,22,50,4.983310280248166,Medium
2,5,True,3,2,2.08,2,1,30,50,8.75873782496593,Medium
23,0,False,7,5,0.57,2,0,34,50,4.151437836815464,Medium
1,1,False,8,12,2.41,1,0,32,50,6.8423496688282235,Medium
4,6,True,5,9,1.51,2,0,19,50,5.5373274821496405,Low
8,2,False,6,4,2.11,2,0,46,50,10.657969182028298,High
16,1,False,8,12,2.19,2,0,30,50,7.379786071670804,Medium
14,2,False,2,13,1.02,2,0,30,50,5.609152768643408,Medium
6,6,True,17,7,0.75,1,0,31,50,3.170809996280992,Medium
16,4,False,14,3,2.87,1,0,26,50,7.0753389742614345,Medium
13,3,False,15,8,2.45,1,0,14,50,5.923165663685434,Low
6,4,False,18,8,1.06,1,0,22,50,3.891224059175783,Medium
2,5,True,4,10,2.96,2,0,25,50,8.492465404888208,Medium
14,5,True,8,4,2.34,3,1,36,50,11.509489011198742,Medium
23,6,True,19,4,1.51,3,0,44,50,7.454335831940284,High
14,0,False,4,6,2.98,1,1,24,50,9.239505273620994,Medium
20,3,False,15,1,0.68,1,1,40,50,8.266077109296194,High
17,6,True,15,7,2.5,3,0,45,50,13.075797768239946,High
11,3,False,1,14,2.02,1,0,28,50,4.982706923255912,Medium
21,2,False,9,3,0.9,1,0,21,50,3.4196119912611023,Medium
21,3,False,5,6,2.17,1,1,19,50,8.050493226922955,Low
12,6,True,12,7,0.76,1,0,34,50,3.2444921606403287,Medium
5,5,True,13,3,1.2,1,0,30,50,3.781649782563946,Medium
22,4,False,10,13,1.47,2,0,26,50,6.359476277097201,Medium
3,1,False,19,6,0.65,3,1,28,50,7.818567109956862,Medium
2,6,True,15,12,1.93,2,0,26,50,6.525306458619992,Medium
7,1,False,20,14,2.07,2,0,47,50,10.392138192939186,High
8,0,False,14,14,2.99,1,0,35,50,9.744543626899514,Medium
4,6,True,18,2,0.87,1,0,18,50,2.852464902741956,Low
12,4,False,15,10,2.95,3,0,30,50,10.899409461903435,Medium
2,4,False,14,14,2.22,2,0,28,50,7.689647363199105,Medium
5,4,False,18,7,2.83,1,1,23,50,8.746155630388353,Medium
12,4,False,5,14,2.84,1,0,29,50,7.138058483889736,Medium
15,1,False,9,13,1.05,1,0,21,50,3.1624452626792117,Medium
7,5,True,16,12,2.22,3,0,49,50,13.04802044338572,High
10,6,True,19,10,2.63,1,0,37,50,9.407002673688785,Medium
8,5,True,5,3,2.43,2,0,33,50,11.861059327646458,Medium
1,2,False,10,8,1.97,1,0,29,50,5.963060087935336,Medium
18,3,False,20,7,1.53,2,0,39,50,9.579302753929388,High
17,5,True,11,1,1.52,3,0,47,50,10.142944415005601,High
14,4,False,19,12,2.22,1,0,24,50,6.987201568881757,Medium
15,2,False,20,2,2.91,3,1,35,50,12.57011483803171,Medium
1,0,False,1,12,1.46,1,0,23,50,3.8248848862150795,Medium
4,6,True,20,4,1.47,2,0,25,50,5.7774711651790795,Medium
1,1,False,1,2,2.99,2,1,27,50,10.863068670664482,Medium
14,4,False,17,4,1.43,2,0,24,50,5.548888793585043,Medium
11,5,True,16,13,2.68,2,0,21,50,8.191018561365853,Medium
22,3,False,8,9,0.63,1,0,22,50,2.808959853669524,Medium
15,3,False,8,1,1.4,3,1,42,50,8.725580848865317,High
3,1,False,4,12,2.63,2,0,23,50,9.201085715817555,Medium
2,4,False,2,11,1.2,1,0,23,50,3.8445087635840354,Medium
12,1,False,13,8,2.36,2,0,32,50,7.615468640702994,Medium
15,1,False,18,11,0.64,2,0,27,50,4.346498319741658,Medium
12,0,False,19,9,0.58,2,0,27,50,4.952721560916478,Medium
7,3,False,1,8,2.32,3,1,43,50,14.31829193967695,High
13,2,False,9,2,1.36,3,0,40,50,7.143638446333052,High
0,2,False,6,13,2.97,3,0,45,50,10.292293929143717,High
1,5,True,2,7,1.64,2,0,26,50,6.760778981464314,Medium
3,2,False,8,4,2.47,2,1,40,50,9.05997047719692,High
6,0,False,2,6,1.65,1,0,27,50,5.337591823432922,Medium
14,1,False,11,6,1.52,3,1,32,50,9.714501843078821,Medium
15,1,False,14,3,1.89,3,0,39,50,8.975804798089518,High
10,3,False,12,13,2.46,2,0,46,50,11.642673150660308,High
5,2,False,16,3,1.45,1,0,25,50,4.128356533662709,Medium
9,1,False,8,5,2.51,1,0,43,50,9.424932863931538,High
18,1,False,5,2,1.31,1,1,45,50,8.5622467572012,High
